"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","total.sulfur.dioxide","pH","sulphates","alcohol","quality","type_wine"
"4005",6.6,0.23,0.18,8.5,0.044,188,3.16,0.49,9.5,5,0
"3977",7,0.22,0.29,8.9,0.05,90,3.29,0.46,9.8,6,0
"5075",6.2,0.36,0.45,10.4,0.06,184,3.31,0.56,9.8,6,0
"5078",6.2,0.36,0.45,10.4,0.06,184,3.31,0.56,9.8,6,0
"1780",6.4,0.33,0.31,5.5,0.048,173,3.19,0.66,9.3,6,0
"3916",7.4,0.2,0.31,1.6,0.038,116,3.25,0.39,12,7,0
"5996",7.4,0.27,0.26,11.8,0.053,173,3.11,0.6,9.8,5,0
"5997",7.4,0.27,0.26,11.8,0.053,173,3.11,0.6,9.8,5,0
"5998",7.4,0.27,0.26,11.8,0.053,173,3.11,0.6,9.8,5,0
"6000",7.4,0.27,0.26,11.8,0.053,173,3.11,0.6,9.8,5,0
"2127",6.1,0.28,0.22,1.8,0.034,116,3.36,0.44,12.6,6,0
"4819",6.2,0.35,0.31,2.6,0.036,92,3.27,0.53,12.8,7,0
"1252",7.5,0.58,0.14,2.2,0.077,60,3.28,0.59,9.8,5,1
"683",8.5,0.46,0.31,2.25,0.078,58,3.33,0.54,9.8,5,1
"5894",7.4,0.22,0.28,9,0.046,121,3.1,0.55,10.8,5,0
"5914",6.3,0.41,0.22,7.3,0.035,117,3.2,0.39,11.94,7,0
"5918",6.3,0.41,0.22,7.3,0.035,117,3.2,0.39,11.94,7,0
"5825",6.2,0.345,0.27,10.1,0.056,187,3.31,0.56,10.6,5,0
"4668",6.1,0.18,0.38,2.3,0.033,111,3.16,0.49,12.4,6,0
"4839",6.6,0.34,0.24,3.3,0.034,99,3.1,0.4,12.3,7,0
"4843",6.6,0.34,0.24,3.3,0.034,99,3.1,0.4,12.3,7,0
"4432",6.6,0.17,0.3,1.1,0.031,73,3.17,0.58,11,6,0
"5263",6.5,0.26,0.31,1.3,0.034,145,3.16,0.54,12.4,6,0
"1862",6.9,0.28,0.4,8.2,0.036,95,3.17,0.33,10.2,5,0
"4546",5.1,0.29,0.28,8.3,0.026,107,3.36,0.37,11,6,0
"4547",5.1,0.29,0.28,8.3,0.026,107,3.36,0.37,11,6,0
"6106",6.6,0.19,0.28,1.1,0.044,100,3.22,0.69,11.2,6,0
"4525",7.7,0.25,0.3,7.8,0.038,196,3.1,0.5,10.1,5,0
"4537",7.7,0.25,0.3,7.8,0.038,196,3.1,0.5,10.1,5,0
"4032",6.4,0.27,0.17,8.4,0.044,198,3.21,0.47,9.4,5,0
"5556",5.4,0.24,0.18,2.3,0.05,145,3.24,0.46,10.3,5,0
"1656",7.2,0.21,0.34,11.9,0.043,213,3.09,0.5,9.6,6,0
"2721",6,0.4,0.3,1.6,0.047,117,3.17,0.48,10.1,6,0
"449",8.6,0.53,0.22,2,0.1,27,3.2,0.56,10.2,6,1
"1960",6.4,0.24,0.32,14.9,0.047,162,3.28,0.5,10.2,6,0
"4148",6.3,0.26,0.42,7.1,0.045,209,3.2,0.53,9.5,6,0
"4151",6.3,0.26,0.42,7.1,0.045,209,3.2,0.53,9.5,6,0
"3939",7,0.23,0.26,7.2,0.041,90,3.22,0.55,9.5,6,0
"3944",7,0.23,0.26,7.2,0.041,90,3.22,0.55,9.5,6,0
"1739",8.1,0.28,0.39,1.9,0.029,79,3.23,0.52,11.8,6,0
"4956",6.8,0.2,0.28,12.6,0.048,136,3.19,0.37,10.7,6,0
"3671",6.5,0.19,0.26,5.2,0.04,140,3.26,0.68,9.5,6,0
"1154",9.6,0.42,0.35,2.1,0.083,38,3.23,0.66,11.1,6,1
"2311",8.2,0.27,0.43,1.6,0.035,128,3.1,0.5,12.3,6,0
"2312",8.2,0.27,0.43,1.6,0.035,128,3.1,0.5,12.3,6,0
"4705",7.7,0.26,0.51,2.6,0.045,159,3,0.5,11.2,6,0
"2253",5.9,0.24,0.26,12.3,0.053,134,3.34,0.45,9.5,6,0
"3312",7.9,0.18,0.37,3,0.061,178,3.22,0.51,10,6,0
"2691",7.2,0.21,0.35,14.5,0.048,178,3.05,0.47,8.9,6,0
"1066",7.7,0.61,0.18,2.4,0.083,20,3.29,0.6,10.2,6,1
"4646",6.9,0.24,0.37,6.1,0.027,112,3.19,0.34,12.4,6,0
"3543",6.3,0.25,0.44,11.6,0.041,195,3.18,0.52,9.5,5,0
"3761",6.8,0.37,0.28,4,0.03,79,3.23,0.46,12.4,7,0
"5239",6.7,0.13,0.32,3.7,0.017,99,3.12,0.44,10,6,0
"2161",5.9,0.37,0.1,1.6,0.057,128,3.24,0.48,10.1,5,0
"3437",7.2,0.24,0.29,2.2,0.037,102,3.27,0.64,11,7,0
"3441",7.2,0.24,0.29,2.2,0.037,102,3.27,0.64,11,7,0
"5570",6.7,0.18,0.31,10.6,0.035,143,3.08,0.49,9.8,7,0
"2645",7.3,0.15,0.4,2,0.05,92,3.14,0.45,10.5,5,0
"4519",6.4,0.16,0.32,8.75,0.038,118,3.19,0.41,10.7,5,0
"2147",7.7,0.22,0.42,1.9,0.052,87,3.3,0.49,11.8,6,0
"6026",6.2,0.21,0.52,6.5,0.047,123,3.22,0.49,9.9,6,0
"5494",5.9,0.435,0.16,6.4,0.031,134,3.24,0.46,12.2,6,0
"2708",6.1,0.29,0.27,1.7,0.024,76,3.21,0.51,12.6,7,0
"37",7.8,0.6,0.14,2.4,0.086,15,3.42,0.6,10.8,6,1
"2888",7.2,0.32,0.33,1.4,0.029,109,3.15,0.51,12.8,7,0
"5810",6,0.17,0.21,6,0.05,134,3.08,0.54,9.8,6,0
"981",9.1,0.5,0.3,1.9,0.065,17,3.32,0.71,10.5,6,1
"984",9.1,0.5,0.3,1.9,0.065,17,3.32,0.71,10.5,6,1
"909",7.4,0.52,0.13,2.4,0.078,61,3.43,0.59,10.8,6,1
"1050",9.3,0.5,0.36,1.8,0.084,17,3.27,0.77,10.8,6,1
"1074",8,0.62,0.33,2.7,0.088,37,3.31,0.58,10.7,6,1
"6075",5.7,0.22,0.33,1.9,0.036,110,3.26,0.58,12.4,6,0
"1764",6.7,0.24,0.35,13.1,0.05,205,3.15,0.5,9.5,5,0
"3127",7.9,0.28,0.49,7.7,0.045,195,3.04,0.55,11,6,0
"3079",7.7,0.16,0.49,2,0.056,124,3.32,0.49,10.7,6,0
"2376",8.3,0.14,0.45,1.5,0.039,98,3.02,0.56,11,6,0
"3415",6.8,0.3,0.35,2.8,0.038,164,3.09,0.53,12,6,0
"3420",6.8,0.3,0.35,2.8,0.038,164,3.09,0.53,12,6,0
"6111",6.1,0.27,0.32,1.1,0.034,110,3.36,0.4,12.5,6,0
"6112",6.1,0.27,0.32,1.1,0.034,110,3.36,0.4,12.5,6,0
"4554",6.4,0.29,0.3,2.9,0.036,79,3.29,0.6,12.4,7,0
"5974",6.4,0.35,0.21,2.1,0.051,171,3.16,0.5,9.5,5,0
"4627",7.4,0.32,0.22,11.7,0.035,150,3.1,0.45,10.4,5,0
"5679",5.4,0.265,0.28,7.8,0.052,91,3.19,0.38,10.4,6,0
"2029",7.1,0.31,0.47,13.6,0.056,197,3.1,0.49,9.3,5,0
"5783",6.2,0.3,0.3,2.5,0.041,82,3.31,0.61,11.8,7,0
"5387",6.4,0.34,0.44,8.2,0.043,201,3.18,0.48,9.5,5,0
"3352",6.1,0.255,0.44,12.3,0.045,197,3.24,0.54,9.5,6,0
"5680",5.7,0.25,0.27,10.8,0.05,116,3.1,0.5,9.8,6,0
"4691",6.3,0.28,0.47,11.2,0.04,183,3.12,0.51,9.5,6,0
"6159",6.9,0.22,0.32,9.3,0.04,110,3.34,0.54,10.7,7,0
"3627",6.9,0.32,0.15,8.1,0.046,180,3.13,0.45,8.9,5,0
"4085",8,0.28,0.32,7.6,0.045,204,3.1,0.55,10.1,6,0
"6242",5.7,0.24,0.3,1.3,0.03,98,3.37,0.43,12.4,7,0
"3117",8.2,0.24,0.49,9.3,0.038,163,3.02,0.33,10.6,6,0
"4790",5.8,0.28,0.3,1.5,0.026,114,3.32,0.6,12.5,7,0
"6285",7.2,0.26,0.32,10.4,0.062,114,3.23,0.49,10.5,5,0
"3909",8.1,0.28,0.34,1.3,0.035,126,3.14,0.5,9.8,6,0
"5205",6.7,0.35,0.48,8.8,0.056,167,3.04,0.47,9.4,5,0
"5210",6.7,0.35,0.48,8.8,0.056,167,3.04,0.47,9.4,5,0
"5791",7.8,0.27,0.35,1.2,0.05,140,3.09,0.45,11.2,5,0
"3588",8,0.22,0.32,10.4,0.043,201,3.11,0.53,9.5,6,0
"4084",6.4,0.3,0.16,7.5,0.05,191,3.17,0.49,9,5,0
"3720",6.8,0.25,0.27,10.7,0.076,154,3.05,0.38,9,5,0
"3723",6.8,0.25,0.27,10.7,0.076,154,3.05,0.38,9,5,0
"3726",6.5,0.43,0.28,12,0.056,174,3.31,0.55,9.3,5,0
"1833",7.2,0.23,0.38,14.3,0.058,194,3.09,0.44,9,6,0
"1834",7.2,0.23,0.38,14.3,0.058,194,3.09,0.44,9,6,0
"1835",7.2,0.23,0.38,14.3,0.058,194,3.09,0.44,9,6,0
"1836",7.2,0.23,0.38,14.3,0.058,194,3.09,0.44,9,6,0
"3668",5.7,0.32,0.18,1.4,0.029,104,3.44,0.37,11,6,0
"5973",6.1,0.26,0.28,1.7,0.043,98,3.14,0.44,12.5,6,0
"3798",7.1,0.26,0.19,8.2,0.051,187,3.16,0.52,9.7,5,0
"3802",7.1,0.26,0.19,8.2,0.051,187,3.16,0.52,9.7,5,0
"3796",7,0.22,0.26,1.1,0.037,71,3.1,0.38,11.7,6,0
"4166",6.9,0.21,0.24,1.8,0.021,80,3.15,0.46,12.3,7,0
"6071",6.2,0.2,0.28,1.1,0.039,78,3.36,0.47,12.1,6,0
"3360",6.4,0.28,0.19,5.4,0.042,181,3.31,0.35,10.2,6,0
"1666",6.4,0.26,0.24,6.4,0.04,124,3.22,0.49,12.6,7,0
"4078",6.3,0.27,0.37,7.9,0.047,215,3.19,0.48,9.5,6,0
"4083",6.3,0.27,0.37,7.9,0.047,215,3.19,0.48,9.5,6,0
"3343",8.3,0.3,0.36,10,0.042,169,3.23,0.51,9.3,6,0
"3347",8.3,0.3,0.36,10,0.042,169,3.23,0.51,9.3,6,0
"805",8.4,0.52,0.22,2.7,0.084,18,3.26,0.57,9.9,6,1
"4759",6.9,0.19,0.32,7.9,0.042,130,3.4,0.39,10.5,6,0
"6310",5.4,0.33,0.31,4,0.03,108,3.3,0.43,12.2,7,0
"4351",6.8,0.17,0.36,1.4,0.036,108,3.19,0.66,12,6,0
"5338",5.6,0.26,0.18,1.4,0.034,135,3.32,0.35,10.2,6,0
"101",8.3,0.61,0.3,2.1,0.084,50,3.4,0.61,10.2,6,1
"4328",6.5,0.35,0.28,12.4,0.051,213,3.16,0.51,9.9,6,0
"4335",6.5,0.35,0.28,12.4,0.051,213,3.16,0.51,9.9,6,0
"5703",5.7,0.31,0.28,4.1,0.03,86,3.31,0.38,11.7,7,0
"1903",6,0.29,0.21,1.3,0.055,168,3.32,0.43,11.1,6,0
"3895",7.5,0.42,0.19,6.9,0.041,150,3.23,0.37,10,6,0
"5474",6.7,0.26,0.51,8,0.062,194,3.13,0.5,9.6,5,0
"5811",7.1,0.38,0.42,11.8,0.041,193,3.04,0.49,10,6,0
"1244",8.3,0.56,0.22,2.4,0.082,86,3.37,0.62,9.5,5,1
"4167",6.6,0.24,0.28,1.8,0.028,132,3.34,0.46,11.4,5,0
"4170",6.6,0.24,0.28,1.8,0.028,132,3.34,0.46,11.4,5,0
"3333",8.1,0.3,0.31,1.1,0.041,123,2.99,0.45,11.1,6,0
"5807",6.1,0.25,0.3,1.2,0.036,107,3.34,0.56,10.8,7,0
"3461",7.8,0.2,0.28,10.2,0.054,186,3.14,0.46,10,6,0
"6422",6.8,0.23,0.48,1.5,0.036,165,3.18,0.45,11.3,6,0
"5776",6.8,0.24,0.33,3.2,0.049,161,3.1,0.69,10.2,6,0
"5005",5.8,0.15,0.32,1.2,0.037,119,3.19,0.5,10.2,6,0
"5775",6.9,0.35,0.39,2.4,0.048,157,3.2,0.54,11.1,7,0
"2328",6.4,0.16,0.31,5.3,0.043,157,3.35,0.47,10.5,5,0
"3804",7.6,0.27,0.33,2,0.059,175,3.22,0.56,9.9,5,0
"2988",7.3,0.18,0.29,1.2,0.044,143,3.2,0.48,11.3,7,0
"2996",7.3,0.18,0.29,1.2,0.044,143,3.2,0.48,11.3,7,0
"5192",5.6,0.28,0.27,3.9,0.043,158,3.35,0.44,10.7,7,0
"5368",6.3,0.24,0.29,13.7,0.035,134,3.17,0.38,10.6,6,0
"5372",6.3,0.24,0.29,13.7,0.035,134,3.17,0.38,10.6,6,0
"226",7.7,0.43,0.25,2.6,0.073,63,3.37,0.58,10.5,6,1
"229",7.7,0.43,0.25,2.6,0.073,63,3.37,0.58,10.5,6,1
"1170",7.6,0.5,0.29,2.3,0.086,14,3.32,0.62,11.5,6,1
"6025",6.1,0.22,0.5,6.6,0.045,122,3.22,0.49,9.9,6,0
"2511",6.2,0.33,0.19,5.6,0.042,143,3.15,0.63,9.9,5,0
"5398",7.9,0.21,0.39,2,0.057,138,3.05,0.52,10.9,5,0
"5402",7.9,0.21,0.39,2,0.057,138,3.05,0.52,10.9,5,0
"5412",7.9,0.21,0.39,2,0.057,138,3.05,0.52,10.9,5,0
"3366",6.6,0.32,0.26,7.7,0.054,209,3.17,0.45,8.8,5,0
"3147",6.7,0.3,0.49,4.8,0.034,158,3.12,0.45,9.9,6,0
"2676",7.5,0.28,0.33,7.7,0.048,180,3.37,0.59,10.1,6,0
"4928",6.4,0.24,0.29,1,0.038,122,3.3,0.42,11.5,5,0
"6274",5.8,0.35,0.29,3.2,0.034,151,3.35,0.58,11.6333333333333,7,0
"2571",6,0.27,0.19,1.7,0.02,110,3.32,0.47,12.6,7,0
"1649",6.9,0.19,0.35,5,0.067,150,3.36,0.48,9.8,5,0
"5270",6.2,0.21,0.18,11.6,0.044,155,3.14,0.52,9.4,6,0
"1281",7.1,0.46,0.2,1.9,0.077,54,3.37,0.64,10.4,6,1
"1282",7.1,0.46,0.2,1.9,0.077,54,3.37,0.64,10.4,6,1
"5104",6.5,0.16,0.34,1.4,0.029,133,3.33,0.64,11.5,7,0
"2285",6.2,0.36,0.26,13.2,0.051,201,3.25,0.46,9,5,0
"1284",8.7,0.63,0.28,2.7,0.096,69,3.26,0.63,10.2,6,1
"4055",7.8,0.32,0.33,10.4,0.031,194,3.07,0.58,9.6,6,0
"4058",7.8,0.32,0.33,10.4,0.031,194,3.07,0.58,9.6,6,0
"2585",6,0.41,0.21,1.9,0.05,122,3.42,0.52,10.5,6,0
"5141",8.1,0.26,0.27,4.3,0.03,123,3.16,0.33,11.2,6,0
"2092",7.8,0.19,0.26,8.9,0.039,182,3.18,0.46,9.9,6,0
"3116",8.2,0.22,0.49,9.6,0.037,154,3.02,0.33,10.6,6,0
"2429",7.1,0.16,0.36,1.2,0.043,90,3.16,0.42,11,7,0
"3109",7.9,0.2,0.49,1.6,0.053,144,3.16,0.47,10.5,5,0
"6044",5,0.35,0.25,7.8,0.031,116,3.39,0.4,11.3,6,0
"6045",5,0.35,0.25,7.8,0.031,116,3.39,0.4,11.3,6,0
"3643",7.4,0.18,0.34,2.7,0.03,107,2.97,0.53,11,6,0
"3797",7.3,0.18,0.29,1,0.036,101,3.09,0.37,11.7,6,0
"5943",5.8,0.22,0.25,1.5,0.024,109,3.37,0.58,10.4,6,0
"4364",7.9,0.16,0.3,7.4,0.05,152,3.12,0.37,9.5,6,0
"4367",7.9,0.16,0.3,7.4,0.05,152,3.12,0.37,9.5,6,0
"4445",6.5,0.22,0.29,7.4,0.028,87,3.15,0.56,10.9,7,0
"3998",8,0.36,0.39,1.6,0.024,93,3.15,0.49,11.9,6,0
"5610",7.2,0.21,0.29,3.1,0.044,122,3,0.6,11.3,6,0
"3386",7.4,0.33,0.26,2.6,0.04,115,3.07,0.52,11.8,7,0
"5788",5.3,0.33,0.3,1.2,0.048,119,3.32,0.62,11.3,6,0
"2977",6.9,0.28,0.41,1.7,0.05,136,3.16,0.71,11.4,6,0
"4780",6.5,0.24,0.38,1,0.027,90,3.24,0.36,12.3,6,0
"4783",6.5,0.24,0.38,1,0.027,90,3.24,0.36,12.3,6,0
"3845",7.5,0.31,0.24,7.1,0.031,141,3.16,0.38,10.6,7,0
"4504",6.4,0.25,0.32,0.9,0.034,114,3.31,0.58,10.8,7,0
"4940",6.2,0.3,0.31,1.2,0.048,125,3.32,0.54,12.6,6,0
"6377",5.9,0.27,0.32,2,0.034,102,3.16,0.56,12.3,6,0
"1601",6.3,0.3,0.34,1.6,0.049,132,3.3,0.49,9.5,6,0
"1608",6.3,0.3,0.34,1.6,0.049,132,3.3,0.49,9.5,6,0
"4031",6.3,0.29,0.14,7.05,0.045,177,3.23,0.42,9,5,0
"5193",5.6,0.28,0.28,4.2,0.044,158,3.35,0.44,10.7,7,0
"3233",7.4,0.19,0.49,6.7,0.037,110,3.2,0.38,11,7,0
"2236",6.2,0.17,0.28,4.7,0.037,133,3.41,0.46,10.8,7,0
"5212",6.8,0.16,0.18,1.8,0.046,114,3.27,0.55,10.8,6,0
"6041",6.6,0.27,0.25,1.2,0.033,111,3.16,0.37,12.4,6,0
"4203",6.7,0.3,0.29,2.8,0.025,107,3.31,0.63,11.3,7,0
"4204",6.7,0.3,0.29,2.8,0.025,107,3.31,0.63,11.3,7,0
"4212",6.7,0.3,0.29,2.8,0.025,107,3.31,0.63,11.3,7,0
"3634",7.9,0.35,0.36,1.6,0.038,124,3.25,0.48,11,5,0
"4030",6.4,0.28,0.17,8.3,0.042,195,3.22,0.46,9.4,5,0
"3239",7.9,0.22,0.49,3.8,0.042,105,3.1,0.39,10.5,5,0
"4238",7.5,0.13,0.38,1.1,0.023,104,3.28,0.53,11.8,6,0
"5319",6.6,0.3,0.45,8,0.038,200,3.18,0.48,9.5,5,0
"5563",6,0.34,0.32,3.8,0.044,116,3.39,0.44,11.8,7,0
"2512",6.3,0.34,0.19,5.8,0.041,145,3.15,0.63,9.9,5,0
"5569",6.4,0.17,0.3,2.8,0.034,125,3.03,0.49,10.4,6,0
"5571",6.4,0.17,0.3,2.8,0.034,125,3.03,0.49,10.4,6,0
"6244",6.8,0.29,0.22,3.4,0.035,122,3.09,0.47,12.3,6,0
"5730",6.8,0.29,0.32,1.8,0.032,130,3.05,0.62,11.2,6,0
"3340",6.6,0.37,0.47,6.5,0.061,150,3.14,0.45,9.6,6,0
"1766",8.4,0.27,0.46,8.7,0.048,197,3.14,0.59,9.6,6,0
"102",7.8,0.5,0.3,1.9,0.075,22,3.31,0.56,10.4,6,1
"1644",6.7,0.23,0.26,1.4,0.06,154,3.24,0.56,9.5,6,0
"4653",7.6,0.17,0.36,4.5,0.042,102,3.09,0.47,9.5,5,0
"4346",7,0.34,0.3,1.8,0.045,142,2.99,0.45,10.8,6,0
"4778",7.6,0.15,0.35,4.3,0.051,98,3.1,0.44,9.5,6,0
"5848",5.9,0.14,0.2,1.6,0.04,114,3.25,0.45,11.4,6,0
"5546",6,0.3,0.33,2.1,0.042,127,3.32,0.42,12.5,6,0
"1753",7.2,0.18,0.41,1.2,0.048,97,3.14,0.45,10.4,5,0
"3820",7,0.22,0.32,1.6,0.045,120,2.98,0.44,10.5,6,0
"3951",7.9,0.25,0.34,11.4,0.04,202,3.11,0.57,9.6,6,0
"4871",6.5,0.32,0.34,5.7,0.044,91,3.28,0.6,12,7,0
"3346",7.5,0.22,0.29,4.8,0.05,87,3.14,0.42,9.9,5,0
"4021",6.8,0.26,0.43,11.75,0.045,198,3.26,0.55,9.5,5,0
"6173",6.8,0.32,0.23,3.3,0.026,99,3.1,0.4,12.4,6,0
"6490",6.1,0.34,0.29,2.2,0.036,100,3.06,0.44,11.8,6,0
"4285",7,0.16,0.36,2.6,0.029,98,3.11,0.37,11.2,7,0
"6094",7.5,0.24,0.29,1.1,0.046,84,3.04,0.39,11.45,6,0
"6096",7.5,0.24,0.29,1.1,0.046,84,3.04,0.39,11.45,6,0
"4426",6.5,0.22,0.45,8,0.053,196,3.23,0.48,9.1,6,0
"4436",6.5,0.22,0.45,8,0.053,196,3.23,0.48,9.1,6,0
"4755",6.8,0.39,0.34,7.4,0.02,133,3.18,0.44,12,7,0
"4757",6.8,0.39,0.34,7.4,0.02,133,3.18,0.44,12,7,0
"4762",6.8,0.39,0.34,7.4,0.02,133,3.18,0.44,12,7,0
"3755",7.8,0.29,0.33,8.75,0.035,181,3.11,0.46,10.7,5,0
"4419",6,0.21,0.34,2,0.042,123,3.44,0.42,11.4,6,0
"2326",6.4,0.24,0.31,2.8,0.038,114,3.37,0.66,11.7,7,0
"6036",6.7,0.28,0.28,4.5,0.051,92,3.36,0.58,11.9,6,0
"4486",6.6,0.41,0.31,1.6,0.042,101,3.13,0.41,10.5,5,0
"4339",6.8,0.32,0.28,4.8,0.034,100,3.08,0.47,12.4,7,0
"541",9.2,0.59,0.24,3.3,0.101,47,3.26,0.67,9.6,5,1
"1757",6.1,0.32,0.24,1.5,0.036,124,3.29,0.42,12.4,7,0
"1760",6.1,0.32,0.24,1.5,0.036,124,3.29,0.42,12.4,7,0
"5907",6.5,0.22,0.27,1.6,0.039,116,3.38,0.57,11,7,0
"5244",6.4,0.24,0.23,2,0.046,133,3.12,0.54,11.4,7,0
"5206",6.4,0.38,0.24,7.2,0.047,151,3.11,0.6,9.2,5,0
"5214",6.4,0.38,0.24,7.2,0.047,151,3.11,0.6,9.2,5,0
"6175",6.1,0.35,0.24,2.3,0.034,133,3.34,0.59,12,7,0
"2090",7,0.28,0.36,1,0.035,70,3.09,0.46,12.1,6,0
"5928",6.4,0.42,0.19,9.3,0.043,145,3.23,0.53,10.98,5,0
"2510",6.3,0.33,0.2,5.8,0.04,144,3.15,0.63,9.9,5,0
"4692",7.6,0.27,0.52,3.2,0.043,152,3.02,0.53,11.4,6,0
"4706",7.6,0.27,0.52,3.2,0.043,152,3.02,0.53,11.4,6,0
"3578",7.9,0.33,0.26,1.2,0.044,103,3.19,0.54,10.5,6,0
"2974",6.9,0.23,0.34,2.7,0.032,121,3.14,0.38,12.4,7,0
"4867",5.8,0.23,0.2,2,0.043,154,3.21,0.39,10.2,6,0
"2240",5.6,0.235,0.29,1.2,0.047,127,3.34,0.5,11,7,0
"5423",6.7,0.26,0.49,8.1,0.052,197,3.19,0.48,9.5,5,0
"3146",6.7,0.29,0.49,4.7,0.034,156,3.13,0.45,9.9,6,0
"5360",7.8,0.2,0.32,5,0.016,101,2.99,0.39,11,6,0
"5913",6.4,0.27,0.3,1.6,0.04,86,3.32,0.65,11.5,6,0
"2623",7.6,0.19,0.38,10.6,0.06,174,3.13,0.38,10.5,6,0
"2995",6.9,0.19,0.33,1.6,0.039,98,3.09,0.46,12.3,7,0
"4121",6.5,0.18,0.33,1.4,0.029,138,3.36,0.6,11.5,7,0
"4126",6.5,0.18,0.33,1.4,0.029,138,3.36,0.6,11.5,7,0
"1219",8.2,0.4,0.31,1.9,0.082,24,3.24,0.69,10.6,6,1
"2552",6.5,0.17,0.33,1.4,0.028,99,3.23,0.55,10.1,6,0
"4306",7.5,0.28,0.39,10.2,0.045,209,3.16,0.63,9.6,6,0
"6061",7.7,0.28,0.24,2.4,0.044,157,3.27,0.56,10.6,6,0
"3753",7.5,0.18,0.39,1.9,0.054,91,3.27,0.45,10.3,6,0
"3470",6.3,0.19,0.21,1.8,0.049,163,3.31,0.5,10.3,6,0
"4615",7.2,0.32,0.3,8.25,0.02,104,2.99,0.44,11.4,6,0
"4619",7.2,0.32,0.3,8.25,0.02,104,2.99,0.44,11.4,6,0
"2959",6.5,0.19,0.32,1.4,0.04,132,3.36,0.54,10.8,7,0
"3840",7.2,0.29,0.18,8.2,0.042,180,3.16,0.49,9.1,5,0
"3261",6.7,0.26,0.49,8.3,0.047,191,3.23,0.4,10.3,6,0
"3854",6.2,0.26,0.19,3.4,0.049,172,3.14,0.43,10.4,6,0
"5355",7.8,0.19,0.32,7.4,0.015,124,2.99,0.39,11,6,0
"5359",7.8,0.19,0.32,7.4,0.015,124,2.99,0.39,11,6,0
"6417",5.8,0.385,0.25,3.7,0.031,122,3.2,0.63,11.2,6,0
"6181",6,0.27,0.26,1.3,0.038,138,3.46,0.43,11.1,6,0
"5375",6.5,0.33,0.28,6.1,0.018,103,3.24,0.32,12.2,6,0
"5377",6.5,0.33,0.28,6.1,0.018,103,3.24,0.32,12.2,6,0
"2423",6.7,0.19,0.23,6.2,0.047,117,3.34,0.43,9.6,6,0
"3016",6.6,0.23,0.26,1.3,0.045,128,3.36,0.6,10,6,0
"4173",6.3,0.34,0.36,4.9,0.035,185,3.15,0.49,9.7,5,0
"6233",6.2,0.28,0.41,5,0.043,188,3.23,0.64,10.8,6,0
"2575",7.6,0.3,0.25,4.3,0.054,111,3.12,0.49,9.2,5,0
"3803",7.8,0.24,0.38,2.1,0.058,167,3.21,0.55,9.9,5,0
"6425",6,0.34,0.29,6.1,0.046,134,3.48,0.57,10.7,6,0
"6426",6,0.34,0.29,6.1,0.046,134,3.48,0.57,10.7,6,0
"1999",6.4,0.19,0.42,2.9,0.032,83,3.3,0.41,11.7,6,0
"5186",5.8,0.28,0.28,4.2,0.044,158,3.35,0.44,10.7,7,0
"5588",6.1,0.2,0.17,1.6,0.048,129,3.3,0.43,11.4,6,0
"3807",6.6,0.23,0.24,3.9,0.045,138,3.15,0.64,11.3,7,0
"4362",7.3,0.32,0.35,1.4,0.05,163,3.24,0.42,10.7,5,0
"4369",7.3,0.32,0.35,1.4,0.05,163,3.24,0.42,10.7,5,0
"6390",6.2,0.3,0.42,2.2,0.036,128,3.13,0.38,11.6,6,0
"3809",7,0.32,0.35,1.5,0.039,125,3.17,0.64,12.2,6,0
"3812",7,0.32,0.35,1.5,0.039,125,3.17,0.64,12.2,6,0
"2219",7.4,0.19,0.3,1.4,0.057,135,3.12,0.5,9.6,6,0
"1762",6.3,0.36,0.3,4.8,0.049,85,3.28,0.39,10.6,5,0
"3059",7.9,0.11,0.49,4.5,0.048,133,3.24,0.42,10.6,6,0
"3047",7.4,0.16,0.49,1.2,0.055,150,3.23,0.47,11.2,6,0
"3048",7.4,0.16,0.49,1.2,0.055,150,3.23,0.47,11.2,6,0
"3062",7.4,0.16,0.49,1.2,0.055,150,3.23,0.47,11.2,6,0
"5414",7.4,0.34,0.28,12.1,0.049,149,3.22,0.49,10.3,5,0
"5924",5.9,0.2,0.28,1,0.043,100,3.4,0.41,11.4,6,0
"6104",6.5,0.32,0.23,8.5,0.051,138,3.03,0.42,10.7,5,0
"3277",7.3,0.23,0.37,1.8,0.032,156,3.11,0.35,11.1,6,0
"2132",7.4,0.25,0.36,13.2,0.067,178,3.01,0.48,9,6,0
"2133",7.4,0.25,0.36,13.2,0.067,178,3.01,0.48,9,6,0
"2134",7.4,0.25,0.36,13.2,0.067,178,3.01,0.48,9,6,0
"2137",7.4,0.25,0.36,13.2,0.067,178,3.01,0.48,9,6,0
"4080",6.8,0.32,0.3,1,0.049,113,3.24,0.61,10.2,5,0
"4319",7.5,0.18,0.31,6.5,0.029,160,3.03,0.38,10.9,6,0
"4324",7.5,0.18,0.31,6.5,0.029,160,3.03,0.38,10.9,6,0
"4312",6.4,0.21,0.44,7.4,0.045,182,3.24,0.46,9.1,5,0
"3041",7.2,0.31,0.24,1.4,0.057,117,3.16,0.35,10.5,5,0
"2308",7.7,0.2,0.44,13.9,0.05,130,3.11,0.48,10,6,0
"5095",6.3,0.22,0.28,2.4,0.042,102,3.14,0.37,11.6,7,0
"1643",6.6,0.24,0.27,1.4,0.057,152,3.22,0.56,9.5,6,0
